date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:16:46	30999/30999	---M--	200	added ('OK')	text/css	etag:%227917-5f815cac660a9%22	http://localhost/pemikatwalet-cn/wp-content/uploads/elementor/css/post-14.css?ver=1680147363	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/uploads/elementor/css/post-1454b5.css	(from http://localhost/pemikatwalet-cn/)
15:16:48	75684/75684	---M--	200	added ('OK')	text/css	etag:%22127a4-5f800d787d625%22	http://localhost/pemikatwalet-cn/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=1.6.13	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend1f62.css	(from http://localhost/pemikatwalet-cn/)
15:16:50	124837/124837	---M--	200	added ('OK')	text/css	etag:%221e7a5-5f800d94437e4%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=2.8.5	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons42e1.css	(from http://localhost/pemikatwalet-cn/)
15:16:52	448703/448703	---M--	200	added ('OK')	text/css	etag:%226d8bf-5f800d9476444%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.8.5	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles42e1.css	(from http://localhost/pemikatwalet-cn/)
15:16:54	30283/30283	---M--	200	added ('OK')	text/css	etag:%22764b-5f800d9475fe0%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=2.8.5	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive42e1.css	(from http://localhost/pemikatwalet-cn/)
15:16:55	3509/3509	---M--	200	added ('OK')	text/css	etag:%22db5-5f800d6cddbc9%22	http://localhost/pemikatwalet-cn/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min.css?ver=5.6.3	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min42f0.css	(from http://localhost/pemikatwalet-cn/)
15:16:55	57912/57912	---M--	200	added ('OK')	text/css	etag:%22e238-5f800d5dae623%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from http://localhost/pemikatwalet-cn/)
15:16:57	71198/71198	---MC-	200	added ('OK')	application/rss+xml	etag:%2243f88ed6f2323a2cf5738c4207344316%22	http://localhost/pemikatwalet-cn/feed/	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/feed/index.html	(from http://localhost/pemikatwalet-cn/)
15:16:57	669/669	---M--	200	added ('OK')	text/css	etag:%2229d-5f800d5db004a%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from http://localhost/pemikatwalet-cn/)
15:16:57	675/675	---M--	200	added ('OK')	text/css	etag:%222a3-5f800d5dac48e%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from http://localhost/pemikatwalet-cn/)
15:16:58	13424/13424	---M--	200	added ('OK')	application/javascript	etag:%223470-5f814acc856f3%22	http://localhost/pemikatwalet-cn/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.0	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-includes/js/jquery/jquery-migrate.min6b00.js	(from http://localhost/pemikatwalet-cn/)
15:17:01	858/858	---M--	200	added ('OK')	text/xml	date:Fri,%2031%20Mar%202023%2008:17:00%20GMT	http://localhost/pemikatwalet-cn/xmlrpc.php?rsd	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/xmlrpc0db0.php	(from http://localhost/pemikatwalet-cn/)
15:17:01	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	http://localhost/pemikatwalet-cn/wp-includes/wlwmanifest.xml	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-includes/wlwmanifest.xml	(from http://localhost/pemikatwalet-cn/)
15:17:03	89815/89815	---M--	200	added ('OK')	application/javascript	etag:%2215ed7-5f814acc86a92%22	http://localhost/pemikatwalet-cn/wp-includes/js/jquery/jquery.min.js?ver=3.6.3	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-includes/js/jquery/jquery.mina767.js	(from http://localhost/pemikatwalet-cn/)
15:17:03	2395/2395	---M--	200	added ('OK')	application/json	date:Fri,%2031%20Mar%202023%2008:17:01%20GMT	http://localhost/pemikatwalet-cn/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fpemikatwalet-cn%2F	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-json/oembed/1.0/embed66a0.json	(from http://localhost/pemikatwalet-cn/)
15:17:04	2478/2478	---M--	200	added ('OK')	text/xml	date:Fri,%2031%20Mar%202023%2008:17:03%20GMT	http://localhost/pemikatwalet-cn/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fpemikatwalet-cn%2F&format=xml	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-json/oembed/1.0/embed67cd	(from http://localhost/pemikatwalet-cn/)
15:17:06	9652/9652	---M--	200	added ('OK')	image/png	etag:%2225b4-5f8298a1e70cd%22	http://localhost/pemikatwalet-cn/wp-content/uploads/2023/03/logo-walet-3.png	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/uploads/2023/03/logo-walet-3.png	(from http://localhost/pemikatwalet-cn/)
15:17:06	9836/9836	---M--	200	added ('OK')	text/css	etag:%22266c-5f800d5d56839%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from http://localhost/pemikatwalet-cn/)
15:17:07	53070/53070	---MC-	200	added ('OK')	application/json	date:Fri,%2031%20Mar%202023%2008:16:57%20GMT	http://localhost/pemikatwalet-cn/wp-json/wp/v2/pages/14	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-json/wp/v2/pages/14.json	(from http://localhost/pemikatwalet-cn/)
15:17:13	144069/144069	---MC-	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2008:17:06%20GMT	http://localhost/pemikatwalet-cn/chan-pin/	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/chan-pin/index.html	(from http://localhost/pemikatwalet-cn/)
15:17:19	132441/132441	---MC-	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2008:17:13%20GMT	http://localhost/pemikatwalet-cn/fu-wu/	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/fu-wu/index.html	(from http://localhost/pemikatwalet-cn/)
15:17:19	10101/10101	---M--	200	added ('OK')	text/css	etag:%222775-5f800d5d563f7%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from http://localhost/pemikatwalet-cn/)
15:17:25	140854/140854	---MC-	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2008:17:19%20GMT	http://localhost/pemikatwalet-cn/tui-jian-shu/	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/tui-jian-shu/index.html	(from http://localhost/pemikatwalet-cn/)
15:17:26	18468/18468	---M--	200	added ('OK')	text/css	etag:%224824-5f800d5d90fd3%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.11.5	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/animations/animations.mina3be.css	(from http://localhost/pemikatwalet-cn/)
15:17:32	156081/156081	---MC-	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2008:17:26%20GMT	http://localhost/pemikatwalet-cn/guan-yu/	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/guan-yu/index.html	(from http://localhost/pemikatwalet-cn/)
15:17:36	20585/20585	---M--	200	added ('OK')	application/javascript	etag:%225069-5f800edc31625%22	http://localhost/pemikatwalet-cn/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.1.1	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/themes/astra/assets/js/minified/frontend.min0235.js	(from http://localhost/pemikatwalet-cn/)
15:17:42	147984/147984	---MC-	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2008:17:36%20GMT	http://localhost/pemikatwalet-cn/lian-xi-wo-men/	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/lian-xi-wo-men/index.html	(from http://localhost/pemikatwalet-cn/)
15:17:42	40/40	---M--	200	added ('OK')	application/javascript	etag:%2228-5f800d942a988%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js?ver=2.8.5	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script42e1.js	(from http://localhost/pemikatwalet-cn/)
15:17:42	217698/217698	---MC-	200	added ('OK')	application/json	date:Fri,%2031%20Mar%202023%2008:16:58%20GMT	http://localhost/pemikatwalet-cn/wp-json/	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-json/index.html	(from http://localhost/pemikatwalet-cn/)
15:17:51	149217/149217	---MC-	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2008:17:42%20GMT	http://localhost/pemikatwalet-cn/bo-ke/	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/bo-ke/index.html	(from http://localhost/pemikatwalet-cn/)
15:17:57	97493/97493	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2031%20Mar%202023%2008:17:51%20GMT	http://localhost/pemikatwalet-cn/2023/03/29/yan-zi-xiang-shui-%ef%bc%8c-yu-zhong-bu-tong-de-yan-zi-zhi-le-de-xiang-wei/	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/2023/03/29/yan-zi-xiang-shui-%ef%bc%8c-yu-zhong-bu-tong-de-yan-zi-zhi-le-de-xiang-wei/index.html	(from http://localhost/pemikatwalet-cn/)
15:17:59	9055/9055	---M--	200	added ('OK')	application/javascript	etag:%22235f-5f800d6d1278e%22	http://localhost/pemikatwalet-cn/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min.js?ver=5.6.3	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min42f0.js	(from http://localhost/pemikatwalet-cn/)
15:18:00	4958/4958	---M--	200	added ('OK')	application/javascript	etag:%22135e-5f800d5d8afce%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.11.5	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/js/webpack.runtime.mina3be.js	(from http://localhost/pemikatwalet-cn/)
15:18:06	36460/36460	---M--	200	added ('OK')	application/javascript	etag:%228e6c-5f800d5d75cd4%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.11.5	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/js/frontend-modules.mina3be.js	(from http://localhost/pemikatwalet-cn/)
15:18:08	12198/12198	---M--	200	added ('OK')	application/javascript	etag:%222fa6-5f800d5dda180%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://localhost/pemikatwalet-cn/)
15:18:10	137535/137535	---M--	200	added ('OK')	application/javascript	etag:%222193f-5f800d947b33d%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js?ver=2.8.5	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts42e1.js	(from http://localhost/pemikatwalet-cn/)
15:18:12	21438/21438	---M--	200	added ('OK')	application/javascript	etag:%2253be-5f814acc8d3cd%22	http://localhost/pemikatwalet-cn/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-includes/js/jquery/ui/core.min3f14.js	(from http://localhost/pemikatwalet-cn/)
15:18:12	810/810	---M--	200	added ('OK')	application/javascript	etag:%2232a-5f800d947a2e3%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.js?ver=2.8.5	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle42e1.js	(from http://localhost/pemikatwalet-cn/)
15:18:15	18473/18473	---M--	200	added ('OK')	application/javascript	etag:%224829-5f800d947ab5a%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor.js?ver=2.8.5	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor42e1.js	(from http://localhost/pemikatwalet-cn/)
15:18:17	41906/41906	---M--	200	added ('OK')	application/javascript	etag:%22a3b2-5f800d5d7689b%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.11.5	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/js/frontend.mina3be.js	(from http://localhost/pemikatwalet-cn/)
15:18:20	18833/18833	---M--	200	added ('OK')	application/javascript	etag:%224991-5e9aa27ccd240%22	http://localhost/pemikatwalet-cn/wp-includes/js/underscore.min.js?ver=1.13.4	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-includes/js/underscore.mind584.js	(from http://localhost/pemikatwalet-cn/)
15:18:21	1426/1426	---M--	200	added ('OK')	application/javascript	etag:%22592-5e913c0b08e80%22	http://localhost/pemikatwalet-cn/wp-includes/js/wp-util.min.js?ver=6.2	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-includes/js/wp-util.minae48.js	(from http://localhost/pemikatwalet-cn/)
15:18:21	771/771	---M--	200	added ('OK')	application/javascript	etag:%22303-5f800f5249390%22	http://localhost/pemikatwalet-cn/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.8.0.2	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.minf90a.js	(from http://localhost/pemikatwalet-cn/)
15:18:23	373735/373735	---M--	200	added ('OK')	image/png	etag:%225b3e7-5f80112c978e7%22	http://localhost/pemikatwalet-cn/wp-content/uploads/2023/03/Parfum-walet-3.png	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/uploads/2023/03/Parfum-walet-3.png	(from http://localhost/pemikatwalet-cn/)
15:18:27	413498/413498	---M--	200	added ('OK')	image/png	etag:%2264f3a-5f815eb0b8eab%22	http://localhost/pemikatwalet-cn/wp-content/uploads/2023/03/LOGO-WALET.png	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/uploads/2023/03/LOGO-WALET.png	(from http://localhost/pemikatwalet-cn/)
15:18:38	139153/139153	---M--	200	added ('OK')	application/javascript	etag:%2221f91-5f800d5dd5841%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=2.8.5	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/swiper/swiper.min42e1.js	(from http://localhost/pemikatwalet-cn/)
15:18:38	93868/93868	---M--	200	added ('OK')	font/woff2	etag:%2216eac-5f800d5da4d98%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.18.0	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.woff2	(from http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
15:18:38	320312/320312	---M--	200	added ('OK')	image/svg+xml	etag:%224e338-5f800d5da34e2%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.18.0	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.svg	(from http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
15:18:45	114948/114948	---M--	200	added ('OK')	font/woff	etag:%221c104-5f800d5da4590%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.18.0	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.woff	(from http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
15:18:56	212956/212956	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2233fdc-5f800d5da2ccf%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.18.0	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.eot	(from http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
15:19:04	152500/152500	---M--	200	added ('OK')	image/jpeg	etag:%22253b4-5f80106baaf14%22	http://localhost/pemikatwalet-cn/wp-content/uploads/2023/03/walet-20910.jpg	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/uploads/2023/03/walet-20910.jpg	(from http://localhost/pemikatwalet-cn/wp-content/uploads/elementor/css/post-14.css?ver=1680147363)
15:19:05	201/201	---M--	200	added ('OK')	image/png	etag:%22c9-5f800d9478dd1%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	(from http://localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.8.5)
15:19:05	160/160	---M--	200	added ('OK')	image/png	etag:%22a0-5f800d94796e7%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	(from http://localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.8.5)
15:19:05	158/158	---M--	200	added ('OK')	image/png	etag:%229e-5f800d9479acd%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_desc.png	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_desc.png	(from http://localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.8.5)
15:19:05	148/148	---M--	200	added ('OK')	image/png	etag:%2294-5f800d9479acd%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc_disabled.png	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc_disabled.png	(from http://localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.8.5)
15:19:06	257/257	---M--	200	added ('OK')	image/svg+xml	etag:%22101-5f800d9479301%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/img/cross-out.svg	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/img/cross-out.svg	(from http://localhost/pemikatwalet-cn/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.8.5)
15:19:12	212796/212796	---M--	200	added ('OK')	font/ttf	etag:%2233f3c-5f800d5da3da4%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.18.0	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.ttf	(from http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
15:19:21	222827/222827	---M--	200	added ('OK')	image/jpeg	etag:%223666b-5f80117bb833e%22	http://localhost/pemikatwalet-cn/wp-content/uploads/2023/03/student-typing-keyboard-849822.jpg	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/uploads/2023/03/student-typing-keyboard-849822.jpg	(from http://localhost/pemikatwalet-cn/wp-content/uploads/elementor/css/post-14.css?ver=1680147363)
15:19:25	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%2213174-5f800d5dc5516%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
15:19:39	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-5f800d5dc3e3a%22	http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	D:/pemikatwalet(salinan)/localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from http://localhost/pemikatwalet-cn/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
